Voter ID,County,Candidate
18923522,Queen,Li
17979698,Marsh,Li
12481061,Marsh,Khan
17840632,Queen,Khan
13955038,Marsh,Correy
14034522,Marsh,Khan
14098683,Bamoo,Khan
12330063,Marsh,Li
16804925,Marsh,Khan
15329150,Marsh,Correy
12891134,Marsh,Correy
10560712,Marsh,Li
17310741,Queen,Li
15450455,Marsh,O'Tooley
19693416,Queen,Khan
13673658,Queen,Li
14511130,Marsh,Khan
17496059,Queen,Correy
14773071,Marsh,Li
13169088,Marsh,Khan
13192106,Queen,Khan
12089244,Marsh,Khan
13172882,Marsh,Khan
17996770,Marsh,Khan
17239491,Marsh,Khan
13672526,Marsh,Correy
17613576,Marsh,Khan
12023195,Bamoo,Khan
11458955,Marsh,Correy
16564934,Queen,Khan
14084064,Marsh,Correy
14245416,Queen,Khan
15736649,Marsh,O'Tooley
11538159,Queen,Khan
13099388,Queen,Li
17361281,Queen,Correy
12598679,Marsh,Khan
10144969,Queen,Khan
12421535,Marsh,Correy
18441147,Raffah,Correy
10288228,Marsh,Li
19892623,Trandee,Khan
13335456,Queen,Khan
18566210,Marsh,Khan
10055819,Marsh,Khan
19379107,Trandee,Correy
17334324,Bamoo,Correy
16614075,Marsh,Khan
13695577,Marsh,Khan
14450168,Marsh,Khan
13763026,Queen,Correy
15259534,Marsh,Li
19018288,Queen,Khan
19323710,Queen,Khan
10960227,Marsh,Correy
15765513,Marsh,Khan
13397280,Marsh,Correy
13010971,Marsh,Correy
13116659,Marsh,Khan
18438035,Marsh,Khan
17483515,Raffah,Correy
15688589,Marsh,Correy
10121209,Marsh,Khan
10891630,Marsh,Correy
11824695,Marsh,Khan
18778091,Queen,Khan
17432462,Marsh,Li
14482111,Bamoo,Khan
19395513,Marsh,Khan
13524546,Marsh,O'Tooley
14484452,Queen,Correy
10022719,Marsh,Khan
12230048,Marsh,Correy
17772822,Marsh,Correy
11405691,Marsh,Khan
17300942,Queen,Khan
11565803,Queen,Li
11384604,Marsh,Khan
18989173,Marsh,Correy
13142471,Marsh,Khan
17634203,Marsh,Li
15198752,Marsh,Khan
14328350,Marsh,Khan
10579894,Trandee,Correy
13816332,Marsh,O'Tooley
19508891,Marsh,Correy
13871040,Marsh,Khan
19989692,Marsh,Khan
17924041,Marsh,Correy
14975177,Marsh,Li
12268228,Marsh,Khan
14256696,Marsh,Li
13375444,Queen,Li
16052282,Marsh,Khan
11064996,Queen,Khan
17032934,Marsh,Khan
12400517,Marsh,Correy
16176704,Marsh,Khan
10322822,Bamoo,Khan
17802144,Marsh,Khan
11945189,Marsh,Khan
11340257,Marsh,Correy
14920594,Marsh,Correy
15469959,Marsh,Khan
18828055,Marsh,Correy
16075444,Queen,Correy
18249747,Marsh,Li
17765699,Queen,Khan
11228304,Queen,Khan
13007700,Marsh,Li
18460449,Marsh,Correy
16146146,Marsh,Khan
13265330,Queen,Khan
10119471,Marsh,Khan
12597804,Raffah,Khan
16329460,Marsh,Li
17803804,Marsh,Khan
18064189,Marsh,Khan
10027396,Marsh,Khan
15266207,Marsh,Khan
16486407,Queen,Khan
12380771,Queen,Correy
19965938,Bamoo,Khan
18168213,Queen,Khan
10482514,Marsh,Khan
15268548,Queen,Khan
15286294,Marsh,Khan
15311196,Marsh,Correy
16260439,Marsh,Khan
10171503,Raffah,Khan
15110529,Queen,Khan
19564797,Marsh,O'Tooley
17485250,Marsh,Khan
16036894,Bamoo,Khan
12317721,Marsh,Khan
10163606,Marsh,Khan
19340355,Queen,Khan
11125152,Marsh,O'Tooley
12614352,Queen,Correy
13657756,Marsh,Li
13423772,Bamoo,Khan
16867953,Marsh,Li
17409959,Marsh,Li
15153987,Marsh,Khan
19618678,Trandee,Khan
15209475,Marsh,Khan
13338355,Marsh,Correy
14838027,Raffah,Khan
16014983,Marsh,Khan
12281459,Queen,Khan
17557461,Bamoo,Khan
11567033,Bamoo,Li
12681350,Queen,Correy
11126462,Marsh,Correy
18128338,Marsh,Khan
19000245,Queen,Khan
16307367,Marsh,Khan
13775173,Queen,Khan
14324023,Raffah,Khan
17218028,Marsh,Correy
13714746,Queen,Khan
15619640,Queen,Khan
17879868,Marsh,Correy
11335348,Marsh,Khan
19156012,Marsh,Khan
17998673,Marsh,Li
19708466,Marsh,Khan
13374853,Marsh,Khan
17388271,Queen,Correy
15465146,Queen,Khan
14664357,Marsh,Khan
16237094,Queen,Khan
17035297,Marsh,Correy
12279766,Marsh,Correy
13591414,Trandee,Khan
11608483,Marsh,Li
18020036,Marsh,Khan
16932747,Marsh,Khan
14392950,Marsh,Correy
15321524,Marsh,Correy
19813598,Marsh,Khan
10597601,Raffah,Khan
11020346,Queen,Khan
17220213,Bamoo,Correy
13145208,Queen,Correy
14844836,Queen,Khan
19565165,Marsh,Khan
18223012,Queen,Li
11477123,Marsh,O'Tooley
13867732,Marsh,Khan
18758504,Marsh,Khan
10341945,Marsh,Correy
10226964,Queen,Correy
13528238,Bamoo,Khan
16315365,Bamoo,Khan
17452107,Marsh,Li
18622544,Raffah,Correy
13905109,Marsh,Khan
16724626,Marsh,Khan
15507163,Marsh,Correy
15901562,Marsh,Correy
11214875,Marsh,Khan
15724412,Trandee,Khan
10306834,Marsh,Khan
18687557,Bamoo,Correy
13032993,Marsh,Correy
12111357,Marsh,Khan
12874813,Marsh,Li
12681892,Marsh,Khan
14533918,Bamoo,Correy
16733011,Marsh,Khan
16540543,Marsh,Li
13424418,Marsh,Correy
16475144,Marsh,Khan
14522539,Bamoo,Correy
19398475,Queen,Correy
17849337,Marsh,Correy
17038761,Marsh,Khan
19652519,Marsh,Khan
10772553,Marsh,Khan
14899798,Marsh,O'Tooley
14494923,Queen,Khan
10995141,Marsh,Correy
17647490,Queen,Khan
17613203,Queen,Correy
10026122,Bamoo,Correy
11463118,Marsh,Khan
12733869,Marsh,Khan
13650370,Marsh,Khan
17890351,Marsh,Khan
14751840,Queen,Khan
15895706,Queen,Li
15210416,Marsh,Khan
13428794,Marsh,Correy
10657840,Marsh,Khan
17849428,Marsh,Correy
19031152,Queen,Khan
15638225,Marsh,Khan
17818802,Marsh,Correy
12849852,Marsh,Li
10233629,Bamoo,Khan
18862375,Marsh,Khan
11776451,Bamoo,Khan
14136268,Marsh,Khan
11478213,Queen,Li
16335324,Marsh,Khan
19928420,Trandee,Khan
19032736,Marsh,Khan
15207624,Queen,Khan
10827571,Bamoo,Khan
12300975,Marsh,Khan
13571130,Queen,Khan
17167360,Marsh,Khan
13605669,Raffah,Khan
15415361,Marsh,Khan
15575013,Marsh,Khan
15307945,Marsh,Khan
18931939,Marsh,Correy
14347228,Queen,O'Tooley
16490294,Marsh,Correy
19300071,Marsh,Khan
11287073,Bamoo,Khan
15674373,Marsh,Khan
17452210,Marsh,Khan
14221056,Bamoo,Li
12286925,Marsh,Khan
19880203,Marsh,Correy
17598750,Marsh,Khan
19931582,Queen,Khan
10078627,Marsh,Correy
13103783,Queen,Khan
10889974,Queen,Khan
17843880,Raffah,Khan
19051236,Marsh,Khan
16596707,Marsh,Khan
18490718,Marsh,Khan
15661944,Bamoo,Khan
19839895,Queen,Li
13581718,Queen,Khan
12546173,Marsh,Khan
15370433,Marsh,Khan
12238858,Queen,Correy
15307840,Queen,Correy
14386454,Marsh,Khan
14434509,Queen,Correy
19532869,Marsh,Khan
18486233,Marsh,Li
17137817,Marsh,Li
18075473,Marsh,Khan
10137133,Marsh,O'Tooley
10962941,Queen,Khan
10799790,Marsh,Khan
14525212,Marsh,Correy
16380367,Marsh,Khan
13775309,Marsh,Correy
10071678,Bamoo,Khan
13227217,Marsh,Khan
16258421,Marsh,Khan
17520135,Marsh,Khan
11593242,Queen,Correy
13173279,Marsh,Khan
12368941,Queen,Khan
16986590,Trandee,Khan
13677676,Marsh,Khan
17145736,Marsh,Khan
14065392,Marsh,Li
17121140,Raffah,Correy
16777370,Queen,Li
15136173,Marsh,Correy
18268119,Queen,Khan
12904844,Bamoo,Khan
13618607,Marsh,Khan
11431615,Marsh,Khan
13316401,Marsh,Khan
10988503,Marsh,Khan
13045260,Marsh,Khan
15801803,Trandee,Khan
19468358,Marsh,Khan
12554677,Marsh,Khan
11909094,Queen,Khan
10700901,Marsh,Khan
13886475,Marsh,Li
15421136,Marsh,Correy
16988429,Bamoo,Correy
17167778,Marsh,Khan
13833883,Bamoo,Khan
19107778,Bamoo,Khan
14732144,Marsh,Correy
11559797,Marsh,Khan
11629428,Queen,Khan
12540076,Bamoo,Correy
17540568,Marsh,Khan
15504990,Marsh,Khan
11219275,Marsh,Khan
13809892,Marsh,Khan
14098905,Marsh,Khan
19300595,Marsh,Khan
16019811,Marsh,Khan
13813324,Marsh,Khan
15747721,Marsh,Khan
13126094,Marsh,O'Tooley
15059922,Queen,Khan
14914349,Marsh,Khan
17637137,Marsh,Li
15597060,Marsh,Li
13147966,Marsh,Correy
12783982,Marsh,Khan
15488894,Marsh,Correy
10031255,Marsh,Khan
16030494,Marsh,Khan
17148388,Queen,Khan
18794721,Queen,Li
14000440,Marsh,Khan
16907009,Marsh,Li
16269832,Trandee,Khan
12282794,Marsh,Khan
12773440,Queen,O'Tooley
16225692,Queen,Li
11557901,Marsh,Khan
10393169,Marsh,Khan
13269968,Queen,Khan
16156654,Marsh,Khan
15620519,Raffah,Li
16429654,Marsh,Correy
15763571,Bamoo,Khan
11299779,Queen,Li
10069633,Marsh,Correy
18681863,Queen,Khan
11904948,Marsh,Khan
15663767,Marsh,Khan
16545270,Bamoo,Khan
13786413,Queen,Khan
15090772,Queen,Khan
11196606,Queen,Correy
11620644,Marsh,Khan
17978110,Marsh,Li
17887706,Raffah,Khan
11673987,Marsh,Khan
15650070,Marsh,Correy
15124186,Marsh,Khan
15953324,Marsh,Khan
16993763,Marsh,Correy
10580209,Marsh,Khan
17493781,Marsh,Khan
12907664,Queen,Khan
16946444,Bamoo,Khan
19603335,Raffah,O'Tooley
14189716,Queen,Khan
10340686,Queen,Khan
10076733,Marsh,Khan
19117455,Marsh,Khan
16272101,Queen,Khan
18618587,Bamoo,Li
13478858,Marsh,Khan
18974278,Bamoo,Khan
11870390,Marsh,Correy
16300002,Queen,Khan
13158938,Raffah,Khan
12187540,Queen,Khan
17808092,Marsh,Khan
10419776,Marsh,Khan
12076229,Marsh,Khan
11343581,Bamoo,Li
11170960,Marsh,O'Tooley
19650427,Bamoo,Li
18532316,Queen,Khan
18065932,Marsh,Khan
18678445,Marsh,Khan
13710399,Marsh,Khan
11108109,Marsh,Khan
13813006,Bamoo,Khan
14838979,Queen,Correy
10268236,Trandee,Khan
14582932,Marsh,Khan
17996781,Marsh,Correy
16351181,Bamoo,Khan
17411146,Marsh,Khan
16958478,Bamoo,Khan
13233214,Marsh,Khan
16676494,Marsh,Khan
13831103,Queen,Khan
16115357,Queen,Khan
10311222,Raffah,O'Tooley
12951233,Marsh,Li
16519135,Marsh,Khan
13939562,Marsh,Khan
16803710,Trandee,O'Tooley
16916840,Marsh,Khan
18633496,Queen,Khan
13458935,Bamoo,Khan
10479976,Marsh,Khan
12071889,Queen,Khan
17255284,Marsh,Correy
18802287,Marsh,Correy
19511026,Marsh,Khan
18484142,Bamoo,Khan
15569077,Marsh,Khan
10185938,Marsh,Khan
17155247,Marsh,Khan
14625085,Marsh,Khan
10572571,Bamoo,Correy
17804861,Marsh,Khan
11591706,Marsh,Khan
11172229,Bamoo,Khan
19883483,Bamoo,Khan
14489613,Bamoo,Khan
12455604,Queen,Li
10595362,Marsh,Li
14639068,Bamoo,Correy
10487785,Queen,Khan
12434053,Queen,Khan
11750103,Marsh,Khan
12165294,Marsh,Khan
17027306,Marsh,Khan
14964776,Raffah,Khan
14969849,Marsh,Khan
13933780,Raffah,Correy
18243084,Queen,Correy
12458535,Queen,Correy
18960106,Marsh,Khan
17514355,Marsh,Li
15616648,Queen,Khan
19912505,Marsh,Khan
15625782,Marsh,O'Tooley
19825595,Marsh,Li
17063916,Marsh,Correy
11285075,Marsh,Khan
12701286,Raffah,Correy
18979996,Queen,Khan
10235182,Queen,Li
11494766,Marsh,Khan
10518198,Marsh,Khan
14375654,Marsh,Khan
13992328,Raffah,Correy
10149910,Queen,Correy
16626825,Marsh,O'Tooley
13467495,Marsh,Khan
16721132,Queen,Correy
13299877,Bamoo,Khan
14654333,Queen,Li
15315832,Marsh,Khan
15043855,Queen,Khan
10001400,Marsh,Khan
11398591,Marsh,Correy
14996038,Marsh,Li
14637148,Marsh,Khan
11850685,Marsh,Khan
15723282,Marsh,Khan
11058787,Marsh,Khan
13321888,Marsh,Li
13585086,Marsh,Khan
13749720,Marsh,Khan
17426227,Marsh,Correy
17359782,Marsh,Khan
13037479,Marsh,Khan
15772976,Queen,Li
17083890,Queen,Khan
19425611,Queen,Khan
15881708,Marsh,Khan
14577556,Queen,Correy
12176576,Marsh,Li
10548530,Marsh,Khan
19302556,Bamoo,Khan
13553756,Marsh,Correy
15506518,Queen,Correy
18632648,Marsh,Khan
14570651,Queen,Khan
18376450,Marsh,Khan
19925035,Marsh,Khan
18841456,Marsh,Khan
16528623,Marsh,Li
18657707,Queen,Khan
13735175,Marsh,Khan
12705258,Queen,Li
15155004,Marsh,Correy
10370211,Raffah,Correy
17510651,Marsh,Khan
19985644,Marsh,Li
10997413,Marsh,Khan
18025058,Bamoo,Khan
14201165,Marsh,Khan
19328482,Marsh,Li
19377662,Marsh,Khan
10054798,Queen,Khan
10543861,Queen,Khan
12167087,Queen,Correy
14858865,Marsh,Khan
10323113,Marsh,Khan
10196791,Queen,Khan
15122843,Marsh,Correy
18056823,Marsh,Khan
17282628,Queen,Khan
16086597,Marsh,Khan
17615493,Marsh,Li
17111821,Marsh,Li
13678602,Raffah,Correy
17310614,Marsh,Correy
